train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12622,Tamil Nadu Express,SR,LKO,NGP,PRYJ,Friday,4,None,Fog,23.8,82,1.4,0,High,High,8,9,325,604,Vande Bharat,WAP-7,Yes,62
11057,Amritsar Express,CR,LKO,PRYJ,KOTA,Sunday,1,None,Clear,35.9,58,1.6,0,Medium,Low,0,8,393,9,Rajdhani,WAP-7,Yes,8
12627,Karnataka Express,SWR,HWH,NGP,CNB,Tuesday,11,None,Cloudy,20.7,90,14.1,0,High,High,32,2,773,795,Express,WAP-7,No,52
12301,Howrah Rajdhani,ER,KOTA,LKO,KOTA,Tuesday,8,None,Storm,35.8,52,7.5,0,Low,Low,7,0,774,693,Freight,WAG-9,No,0
12627,Karnataka Express,SWR,KOTA,LKO,PRYJ,Sunday,3,None,Clear,20.2,40,8.9,0,Low,Low,27,8,899,65,Rajdhani,WAP-7,No,35
12627,Karnataka Express,SWR,NDLS,MAS,NGP,Saturday,9,None,Cloudy,36.3,93,10.4,0,Medium,High,18,7,984,1574,Freight,WAG-9,No,35
12138,Punjab Mail,CR,HWH,MAS,BPL,Monday,12,None,Clear,38.6,62,10.0,0,Medium,Low,0,6,177,1326,Rajdhani,WAP-7,Yes,6
12301,Howrah Rajdhani,ER,BPL,PRYJ,LKO,Monday,10,Chhath,Rain,8.8,21,12.7,25,High,Low,13,20,431,1344,Passenger,WAP-7,No,56
12301,Howrah Rajdhani,ER,BPL,NGP,BCT,Wednesday,1,None,Rain,37.4,42,13.5,95,Medium,Low,7,7,582,1297,Vande Bharat,WAG-9,No,14
12622,Tamil Nadu Express,SR,SBC,BCT,NDLS,Monday,8,Chhath,Clear,20.8,33,14.5,0,High,High,13,0,336,796,Passenger,WAG-9,No,39
12622,Tamil Nadu Express,SR,MAS,HWH,CNB,Saturday,1,None,Fog,13.3,57,7.4,0,Low,Medium,29,22,107,1005,Mail,WAP-7,No,90
11057,Amritsar Express,CR,CNB,LKO,MAS,Monday,10,None,Fog,37.2,,12.8,0,Medium,High,12,8,598,158,Express,WAP-7,No,44
22436,Vande Bharat,NR,KOTA,PRYJ,NGP,Thursday,2,None,Fog,34.0,25,4.2,0,High,Low,0,15,733,610,Rajdhani,WDP-4D,No,49
12627,Karnataka Express,SWR,SBC,PRYJ,NDLS,Friday,10,None,Cloudy,41.7,33,13.5,0,High,High,0,2,1275,1455,Vande Bharat,WAG-9,Yes,20
11057,Amritsar Express,CR,PRYJ,SBC,LKO,Wednesday,2,None,Cloudy,18.9,89,6.5,0,High,Low,3,16,481,468,Freight,WAP-5,Yes,27
22436,Vande Bharat,NR,BCT,HWH,BCT,Friday,4,None,Rain,33.1,88,8.1,9,High,Low,16,7,1767,160,Freight,WAG-9,No,48
12622,Tamil Nadu Express,SR,KOTA,HWH,LKO,Saturday,9,None,Storm,,30,5.0,0,Low,Low,16,11,578,855,Vande Bharat,WDP-4D,No,27
12622,Tamil Nadu Express,SR,BCT,NDLS,AGC,Saturday,8,Chhath,Fog,33.8,24,14.7,0,Low,Low,27,3,552,1651,Passenger,WAP-5,Yes,69
12138,Punjab Mail,CR,CNB,AGC,PRYJ,Friday,10,Diwali,Clear,10.6,30,10.4,0,Medium,Medium,0,7,22,1338,Mail,WAP-5,Yes,15
11057,Amritsar Express,CR,KOTA,SBC,BPL,Thursday,7,None,Clear,18.9,81,13.4,0,Low,Low,12,26,1599,1093,Rajdhani,WAG-9,No,38
12622,Tamil Nadu Express,SR,PRYJ,BPL,AGC,Tuesday,10,None,Clear,18.1,93,12.8,0,Medium,High,29,11,1763,1027,Vande Bharat,WAP-5,Yes,50
12138,Punjab Mail,CR,BPL,NDLS,PRYJ,Tuesday,2,None,Rain,42.7,75,9.6,103,High,High,33,3,1486,408,Vande Bharat,WAP-7,Yes,62
12627,Karnataka Express,SWR,PRYJ,MAS,AGC,Sunday,12,None,Fog,,87,7.0,0,Medium,High,0,1,1442,601,Freight,WAP-5,Yes,28
12622,Tamil Nadu Express,SR,MAS,CNB,AGC,Friday,5,None,Fog,30.9,94,11.3,0,Medium,Medium,0,8,1586,27,Express,WDP-4D,Yes,44
12622,Tamil Nadu Express,SR,PRYJ,AGC,BPL,Thursday,1,None,Clear,23.9,68,8.0,0,Medium,Medium,21,3,956,1461,Mail,WDP-4D,Yes,24
12001,Shatabdi,NR,KOTA,HWH,SBC,Saturday,12,None,Cloudy,25.0,48,7.4,0,Low,Low,18,0,591,283,Rajdhani,WAG-9,Yes,18
12627,Karnataka Express,SWR,SBC,NGP,CNB,Saturday,7,None,Cloudy,42.7,96,6.6,0,Medium,Medium,10,0,874,639,Express,WDP-4D,Yes,10
22436,Vande Bharat,NR, BPL ,LKO,NGP,Thursday,3,None,Clear,38.5,52,12.8,0,High,High,11,13,1628,430,Express,WDP-4D,Yes,34
12627,Karnataka Express,SWR,AGC,HWH,BPL,Friday,2,Holi,Clear,38.7,38,14.9,0,Medium,Low,10,7,547,1788,Vande Bharat,WDP-4D,Yes,25
12301,Howrah Rajdhani,ER,BCT,SBC,LKO,Monday,11,Chhath,Clear,28.5,26,10.3,0,High,High,0,12,723,592,Express,WDP-4D,No,30
12301,Howrah Rajdhani,ER,MAS,SBC,SBC,Wednesday,1,Holi,Cloudy,15.8,48,7.8,0,Low,Medium,0,7,1127,988,Freight,WDP-4D,No,-10
12138,Punjab Mail,CR,LKO,SBC,LKO,Tuesday,6,None,Storm,39.1,49,2.8,0,Medium,Low,6,4,755,195,Passenger,WAG-9,No,10
12627,Karnataka Express,SWR, BPL ,KOTA,NGP,Wednesday,5,None,Cloudy,14.9,94,9.3,0,Low,Low,9,3,1183,919,Mail,WDP-4D,No,12
22436,Vande Bharat,NR,PRYJ,MAS,MAS,Thursday,10,Eid,Clear,24.5,26,5.1,0,Medium,High,0,9,1195,780,Rajdhani,WAG-9,Yes,19
11057,Amritsar Express,CR,BCT,MAS,NDLS,Saturday,12,None,Clear,34.7,87,6.2,0 mm,High,Medium,6,0,967,59,Passenger,WAG-9,Yes,14
12627,Karnataka Express,SWR,NGP,SBC,BPL,Sunday,2,None,Clear,13.3,97,2.3,0,Medium,Medium,18,11,229,468,Express,WAP-7,Yes,29
12622,Tamil Nadu Express,SR,HWH,NGP,NDLS,Tuesday,3,None,Rain,9.2,22,1.6,79,Medium,High,8,11,296,822,Express,WAP-7,Yes,34
22436,Vande Bharat,NR,KOTA,LKO,LKO,Saturday,11,None,Cloudy,,25,5.4,0,Medium,Low,22,9,1611,378,Freight,WDP-4D,Yes,23
11057,Amritsar Express,CR, SBC ,HWH,BCT,Sunday,1,None,Clear,33.1,74,5.0,0,Medium,Low,0,6,1300,1546,Freight,WDP-4D,Yes,-4
12001,Shatabdi,NR,KOTA,MAS,MAS,Tuesday,6,Eid,Clear,15.9,87,6.5,0,Low,High,4,7,2,1690,Rajdhani,WAP-5,No,29
12301,Howrah Rajdhani,ER,BCT,LKO,AGC,Sunday,6,Chhath,Clear,40.3,25,11.0,0,Medium,Medium,0,1,1498,223,Vande Bharat,WAG-9,Yes,1
11057,Amritsar Express,CR,CNB,NGP,NDLS,Tuesday,3,Chhath,Clear,18.5,56,0.2,0,Medium,High,26,0,73,1163,Freight,WAP-7,Yes,44
12301,Howrah Rajdhani,ER,BPL,PRYJ,SBC,Friday,3,None,Fog,39.3,51,2.2,0,Low,Low,27,9,719,1204,Freight,WAP-5,Yes,50
12622,Tamil Nadu Express,SR,NGP,LKO,BPL,Thursday,1,Diwali,Clear,18.9,28,6.2,0,Low,Medium,16,2,201,1145,Rajdhani,WDP-4D,Yes,26
12301,Howrah Rajdhani,ER,MAS,NDLS,SBC,Tuesday,8,None,Clear,44.9,97,14.7,0,Low,Low,6,4,1158,920,Mail,WAP-5,Yes,2
12301,Howrah Rajdhani,ER,HWH,LKO,CNB,Monday,11,Eid,Cloudy,18.4,96,12.1,0,Medium,Low,27,7,1594,673,Freight,WDP-4D,Yes,34
12001,Shatabdi,NR, BPL ,MAS,PRYJ,Thursday,12,None,Clear,36.0,94,2.4,0,High,Medium,0,5,915,1287,Mail,WAG-9,No,13
22436,Vande Bharat,NR,BPL,PRYJ,KOTA,Thursday,5,Diwali,Rain,40.2,62,6.1,95,Low,High,10,16,1359,70,Rajdhani,WAP-7,No,43
12001,Shatabdi,NR,PRYJ,SBC,KOTA,Tuesday,10,None,Clear,25.5,20,13.8,0,High,High,10,0,429,882,Mail,WAP-5,Yes,28
22436,Vande Bharat,NR,NGP,CNB,MAS,Friday,9,None,Cloudy,34.3,47,6.7,0,Medium,High,29,7,178,345,Passenger,WAG-9,No,38
12301,Howrah Rajdhani,ER,SBC,BCT,NDLS,Sunday,10,None,Clear,,98,2.7,0,High,High,0,21,1013,1135,Express,WDP-4D,Yes,31
11057,Amritsar Express,CR,LKO,CNB,KOTA,Sunday,6,None,Clear,39.1,84,5.0,0,High,High,10,4,1000,43,Rajdhani,WAG-9,No,32
22436,Vande Bharat,NR,BCT,NDLS,AGC,Saturday,10,None,Fog,25.1,65,10.8,0,High,High,0,17,1397,467,Mail,WAP-5,No,39
22436,Vande Bharat,NR,AGC,SBC,AGC,Thursday,11,None,Rain,29.1,57,9.5,100,Medium,Medium,16,5,1273,1289,Freight,WDP-4D,Yes,21
12138,Punjab Mail,CR,BCT,AGC,LKO,Tuesday,10,None,Clear,10.9,55,13.5,0,Medium,High,8,10,1636,1670,Express,WAP-5,Yes,28
12001,Shatabdi,NR,CNB,NDLS,HWH,Saturday,10,None,Cloudy,43.9,69,1.3,0,Medium,High,5,12,90,179,Passenger,WAP-5,No,27
12951,Mumbai Rajdhani,WR,AGC,BPL,NGP,Sunday,3,None,Clear,41.7,25,11.8,0,Medium,Medium,17,7,1457,469,Express,WDP-4D,Yes,16
12622,Tamil Nadu Express,SR,NDLS,LKO,BCT,Saturday,5,None,Rain,29.0,38,13.5,62,Medium,Medium,2,22,618,173,Passenger,WAP-7,Yes,33
12627,Karnataka Express,SWR,NDLS,LKO,KOTA,Saturday,8,None,Clear,43.9,51,11.1,0,Low,Medium,26,10,1284,1475,Rajdhani,WAP-7,No,36
11057,Amritsar Express,CR,SBC,AGC,KOTA,Sunday,3,None,Rain,35.8,76,6.7,28,Medium,Medium,3,4,1376,1084,Passenger,WAP-7,Yes,17
22436,Vande Bharat,NR,SBC,NGP,AGC,Friday,9,Diwali,Clear,17.8,29,9.5,0,High,Medium,1,0,791,877,Freight,WAP-5,No,9
12138,Punjab Mail,CR,BPL,HWH,SBC,Wednesday,10,Diwali,Rain,30.6,26,6.1,24,High,Low,8,15,605,665,Rajdhani,WDP-4D,Yes,56
12001,Shatabdi,NR,HWH,LKO,PRYJ,Wednesday,1,None,Clear,33.0,65,2.8,0,Low,High,4,5,496,231,Vande Bharat,WDP-4D,No,19
11057,Amritsar Express,CR,AGC,BPL,HWH,Friday,2,Eid,Rain,8.8,73,3.4,95,Low,Low,11,14,1141,1269,Express,WAP-7,Yes,52
12622,Tamil Nadu Express,SR,HWH,AGC,LKO,Monday,12,Eid,Cloudy,15.8,33,9.7,0,Medium,High,6,14,1042,1693,Rajdhani,WDP-4D,Yes,38
22436,Vande Bharat,NR,NDLS,CNB,CNB,Thursday,5,None,Fog,25.1,36,0.8,0,Low,High,3,7,1765,261,Passenger,WAP-7,Yes,41
11057,Amritsar Express,CR,SBC,PRYJ,LKO,Wednesday,10,Diwali,Storm,14.7,48,12.2,0,Low,High,27,15,1320,147,Express,WAP-5,No,60
12301,Howrah Rajdhani,ER,BPL,HWH,KOTA,Thursday,3,None,Fog,33.8,50,14.6,0,Low,High,13,8,842,1276,Mail,WAG-9,No,37
12138,Punjab Mail,CR,CNB,LKO,PRYJ,Thursday,2,None,Clear,8.4,86,10.4,0,Medium,Medium,8,0,398,314,Vande Bharat,WAP-7,Yes,8
22436,Vande Bharat,NR,LKO,HWH,CNB,Tuesday,12,None,Storm,30.9,35,4.1,0,Low,Medium,26,14,137,1359,Mail,WAP-7,Yes,32
12138,Punjab Mail,CR,PRYJ,NDLS,KOTA,Friday,12,Holi,Rain,18.6,93,10.3,59,Medium,Medium,0,0,279,375,Passenger,WAP-5,No,15
12951,Mumbai Rajdhani,WR,LKO,NDLS,LKO,Tuesday,8,None,Clear,28.7,68,2.0,0,High,Low,27,6,1577,1699,Express,WAP-7,Yes,33
12622,Tamil Nadu Express,SR,LKO,AGC,BCT,Saturday,7,None,Fog,,35,12.1,0,High,Low,0,11,1023,637,Mail,WAP-5,No,42
12001,Shatabdi,NR,AGC,PRYJ,BCT,Saturday,6,None,Clear,,62,2.4,0,Medium,Medium,0,9,1168,816,Express,WAP-5,No,9
12138,Punjab Mail,CR,AGC,NDLS,SBC,Thursday,2,None,Fog,35.4,25,4.1,0,High,Medium,9,10,1603,475,Passenger,WDP-4D,Yes,52
12622,Tamil Nadu Express,SR,NDLS,NGP,BPL,Monday,8,None,Clear,38.4,38,0.3,0 mm,Low,Low,0,4,76,1421,Passenger,WAG-9,Yes,4
12951,Mumbai Rajdhani,WR,PRYJ,CNB,LKO,Friday,5,None,Rain,29.7,62,14.7,64,Medium,Medium,28,10,1179,1438,Vande Bharat,WAP-5,No,47
11057,Amritsar Express,CR,HWH,NDLS,CNB,Monday,12,None,Clear,9.0,32,12.7,0,Low,Medium,23,9,940,1282,Mail,WAP-5,Yes,32
11057,Amritsar Express,CR,HWH,BCT,PRYJ,Tuesday,5,None,Fog,32.6,35,10.3,0,Medium,High,0,10,200,1473,Passenger,WDP-4D,Yes,49
12001,Shatabdi,NR,BCT,SBC,LKO,Wednesday,6,Eid,Clear,38.7,55,12.7,0,Medium,Medium,27,16,985,70,Mail,WAP-5,Yes,51
22436,Vande Bharat,NR,HWH,KOTA,SBC,Friday,8,None,Fog,18.9,93,2.2,0,High,Low,16,0,71,1596,Freight,WAP-5,Yes,55
12001,Shatabdi,NR,NGP,AGC,LKO,Friday,8,None,Rain,10.6,65,13.0,91 mm,Medium,Low,18,11,798,1472,Passenger,WAP-7,No,47
12622,Tamil Nadu Express,SR, KOTA ,PRYJ,KOTA,Sunday,7,None,Clear,22.3,79,12.6,0,Medium,Low,0,8,1788,1467,Mail,WDP-4D,Yes,8
12001,Shatabdi,NR,HWH,BCT,HWH,Saturday,9,Holi,Rain,40.0,98,4.7,76,Low,Low,30,0,1124,1385,Rajdhani,WAG-9,Yes,56
12301,Howrah Rajdhani,ER,MAS,NDLS,NDLS,Wednesday,5,None,Clear,16.8,43,12.2,0,Low,Medium,0,1,1675,1654,Freight,WDP-4D,No,0
12001,Shatabdi,NR,MAS,NGP,BPL,Thursday,12,None,Rain,16.4,66,4.6,53,Low,Low,5,8,1351,1718,Vande Bharat,WAG-9,No,25
12951,Mumbai Rajdhani,WR,SBC,AGC,KOTA,Monday,2,None,Cloudy,19.6,64,8.7,0,Low,High,0,8,1229,1128,Express,WAP-7,No,10
12138,Punjab Mail,CR,LKO,NGP,NDLS,Wednesday,7,Eid,Clear,28.3,53,7.9,0,Medium,High,24,14,278,1704,Passenger,WDP-4D,Yes,56
12622,Tamil Nadu Express,SR,NGP,NDLS,BPL,Tuesday,10,None,Clear,9.7,47,12.5,0 mm,Low,High,18,0,962,1122,Rajdhani,WAP-7,No,28
12622,Tamil Nadu Express,SR,LKO,MAS,NGP,Friday,10,Holi,Clear,32.0,30,2.4,0,High,High,11,11,904,433,Passenger,WAP-5,No,48
12301,Howrah Rajdhani,ER,AGC,BPL,BPL,Monday,7,Eid,Clear,37.7,51,10.4,0,Medium,Low,13,19,413,1007,Mail,WAP-5,No,32
11057,Amritsar Express,CR,AGC,LKO,PRYJ,Friday,4,None,Fog,12.5,84,5.3,0,High,High,0,6,429,1206,Mail,WAG-9,No,57
12951,Mumbai Rajdhani,WR,BPL,LKO,AGC,Wednesday,5,Eid,Clear,,49,8.8,0 mm,High,Low,0,20,1552,1083,Vande Bharat,WAP-7,No,28
12627,Karnataka Express,SWR,NDLS,KOTA,SBC,Friday,10,Diwali,Rain,9.7,38,13.1,100,Medium,Medium,8,3,801,710,Express,WAG-9,Yes,42
12301,Howrah Rajdhani,ER,LKO,NGP,NDLS,Tuesday,8,None,Clear,30.6,30,8.8,0,Low,High,25,20,421,983,Passenger,WAP-7,Yes,47
12627,Karnataka Express,SWR,NGP,CNB,AGC,Monday,8,None,Clear,37.6,31,14.1,0,Medium,Medium,6,0,1108,1175,Freight,WDP-4D,Yes,6
12301,Howrah Rajdhani,ER,NDLS,CNB,BCT,Tuesday,10,None,Fog,16.3,60,4.3,0,High,Low,32,22,1004,1667,Rajdhani,WDP-4D,No,86
12001,Shatabdi,NR,LKO,CNB,PRYJ,Monday,9,None,Fog,17.7,71,10.8,0,High,Medium,23,10,1237,1613,Express,WAP-5,No,65
12001,Shatabdi,NR,KOTA,NDLS,AGC,Wednesday,2,None,Rain,29.1,89,7.3,109,Low,High,2,0,376,1138,Vande Bharat,WDP-4D,No,33
11057,Amritsar Express,CR,MAS,CNB,KOTA,Friday,10,None,rain,9.0,40,5.2,35,Medium,Low,9,10,1488,1745,Rajdhani,WAP-5,Yes,34
12622,Tamil Nadu Express,SR,HWH,MAS,NGP,Saturday,9,None,Clear,35.6,93,1.0,0,Medium,Low,5,2,22,308,Express,WAP-7,No,7
11057,Amritsar Express,CR,NGP,HWH,BCT,Monday,6,None,Rain,36.3,23,0.7,78,Low,High,26,9,1568,1265,Express,WAG-9,No,50
12622,Tamil Nadu Express,SR,LKO,PRYJ,BPL,Monday,11,None,Cloudy,27.3,40,5.3,0,High,Low,5,11,1435,583,Rajdhani,WAP-5,Yes,24
12627,Karnataka Express,SWR,SBC,CNB,BCT,Thursday,8,None,Clear,25.5,70,14.2,0,Medium,Low,26,12,1700,1730,Mail,WDP-4D,Yes,38
22436,Vande Bharat,NR,NGP,LKO,NDLS,Thursday,11,Chhath,Fog,12.0,27,7.0,0,Low,Low,14,13,279,1503,Passenger,WAP-5,No,63
12622,Tamil Nadu Express,SR,LKO,NDLS,LKO,Friday,5,None,Rain,11.6,56,6.3,94,Medium,Medium,31,4,146,1473,Vande Bharat,WAP-5,No,43
12001,Shatabdi,NR,HWH,BPL,KOTA,Friday,3,None,Clear,39.7,68,6.2,0,Low,Low,6,2,654,1033,Passenger,WAP-7,No,8
12301,Howrah Rajdhani,ER,NDLS,CNB,KOTA,Friday,1,None,Clear,29.6,74,12.9,0,High,Low,3,14,734,1360,Vande Bharat,WAP-5,No,17
11057,Amritsar Express,CR,MAS,NDLS,NDLS,Sunday,5,None,Clear,8.2,68,11.1,0,Low,Low,15,2,517,1770,Rajdhani,WAP-5,Yes,17
12622,Tamil Nadu Express,SR,PRYJ,HWH,PRYJ,Tuesday,11,None,Fog,25.3,44,7.9,0,Medium,Low,0,9,759,1124,Passenger,WAG-9,Yes,41
12301,Howrah Rajdhani,ER,PRYJ,BCT,CNB,Monday,4,None,Cloudy,8.7,,9.9,0,Medium,High,23,14,528,340,Express,WAP-7,No,39
12138,Punjab Mail,CR,KOTA,SBC,NDLS,Wednesday,7,None,Rain,13.8,48,11.3,91,Low,Medium,0,8,1259,1724,Rajdhani,WDP-4D,Yes,30
22436,Vande Bharat,NR,SBC,AGC,NDLS,Saturday,3,None,Clear,26.7,57,8.6,0,Medium,Low,9,0,1145,1043,Rajdhani,WDP-4D,No,1
12951,Mumbai Rajdhani,WR,KOTA,SBC,SBC,Tuesday,11,None,Clear,29.0,92,7.5,0,Low,Low,0,0,417,336,Freight,WAP-7,No,0
12622,Tamil Nadu Express,SR,BPL,AGC,CNB,Thursday,10,None,Rain,8.6,24,6.9,79,High,High,23,7,870,1218,Rajdhani,WDP-4D,No,59
12627,Karnataka Express,SWR,BCT,SBC,BPL,Saturday,10,None,Clear,25.7,48,4.2,0,High,High,0,4,924,1477,Freight,WAP-7,Yes,22
12622,Tamil Nadu Express,SR,SBC,NDLS,CNB,Sunday,2,None,Clear,33.1,44,2.9,0,Low,High,10,16,1716,543,Vande Bharat,WAP-7,Yes,36
12627,Karnataka Express,SWR,MAS,BCT,BCT,Tuesday,5,None,Clear,,80,2.3,0,Low,High,0,0,1469,926,Vande Bharat,WAG-9,Yes,10
12622,Tamil Nadu Express,SR,CNB,NGP,AGC,Monday,12,None,Clear,40.6,96,14.7,0,Medium,Low,0,19,934,632,Freight,WDP-4D,No,19
12301,Howrah Rajdhani,ER, MAS ,AGC,BPL,Saturday,5,Diwali,Fog,16.8,59,10.1,0,Low,High,16,10,919,1517,Rajdhani,WAP-5,Yes,53
12301,Howrah Rajdhani,ER,CNB,HWH,BPL,Saturday,4,None,Fog,14.1,49,4.9,0,Low,Medium,25,8,138,275,Express,WAP-7,Yes,43
12951,Mumbai Rajdhani,WR,MAS,LKO,BPL,Saturday,12,None,Clear,41.9,88,3.9,0,Low,Medium,29,4,906,48,Passenger,WAG-9,No,25
12001,Shatabdi,NR, LKO ,SBC,AGC,Tuesday,4,None,Rain,43.1,44,12.8,89,Low,Medium,0,14,1800,1414,Passenger,WDP-4D,No,38
12951,Mumbai Rajdhani,WR,CNB,NGP,NDLS,Thursday,6,None,Rain,41.4,97,2.7,73,Low,High,0,30,592,1154,Vande Bharat,WDP-4D,Yes,49
12301,Howrah Rajdhani,ER,PRYJ,SBC,CNB,Saturday,3,None,Clear,21.1,37,8.7,0,Low,Low,17,0,73,797,Mail,WAP-5,No,9
12951,Mumbai Rajdhani,WR,NGP,MAS,NGP,Sunday,3,None,Clear,21.7,83,10.0,0,Medium,High,8,8,1769,568,Mail,WAG-9,No,18
12622,Tamil Nadu Express,SR,BCT,CNB,MAS,Saturday,2,None,Clear,37.6,27,14.7,0,Medium,High,11,0,727,1400,Freight,WAG-9,Yes,21
11057,Amritsar Express,CR,BPL,BCT,PRYJ,Wednesday,11,None,Clear,26.1,23,4.9,0 mm,Low,Medium,19,3,1599,1684,Express,WAG-9,Yes,22
12951,Mumbai Rajdhani,WR,AGC,HWH,HWH,Saturday,5,None,Rain,17.6,81,4.7,51,Medium,Low,31,8,402,898,Mail,WAP-5,No,40
12627,Karnataka Express,SWR,BPL,PRYJ,HWH,Saturday,4,None,Clear,20.1,90,13.9,0,Low,Medium,13,0,1191,1585,Mail,WAP-5,No,13
12001,Shatabdi,NR,CNB,BPL,NDLS,Sunday,8,None,Clear,23.7,42,3.8,0,Low,Medium,13,13,944,887,Passenger,WAP-7,Yes,26
12301,Howrah Rajdhani,ER,HWH,CNB,SBC,Wednesday,1,None,Clear,35.9,73,6.3,0,High,Low,0,13,553,1470,Vande Bharat,WAP-5,No,13
12951,Mumbai Rajdhani,WR,NDLS,KOTA,MAS,Saturday,6,None,Rain,43.4,73,4.8,25,Low,High,0,13,199,347,Freight,WAP-7,Yes,31
12622,Tamil Nadu Express,SR,CNB,NDLS,NGP,Tuesday,9,None,Clear,16.9,98,5.6,0,Medium,Low,9,1,892,738,Vande Bharat,WAG-9,Yes,10
12301,Howrah Rajdhani,ER,NGP,KOTA,BPL,Friday,7,None,Rain,37.2,93,9.7,18,High,Medium,18,7,1019,938,Express,WAP-5,Yes,41
12951,Mumbai Rajdhani,WR,NGP,MAS,CNB,Sunday,11,Holi,Fog,15.3,44,12.7,0,Medium,Low,0,24,439,1131,Mail,WAG-9,No,39
11057,Amritsar Express,CR,SBC,CNB,HWH,Wednesday,10,None,Rain,44.7,84,1.8,110,Medium,High,0,9,798,1729,Mail,WDP-4D,Yes,34
11057,Amritsar Express,CR,BPL,CNB,HWH,Wednesday,8,Holi,Rain,37.9,71,9.5,2,Medium,High,4,12,401,951,Freight,WDP-4D,No,52
12627,Karnataka Express,SWR,SBC,CNB,LKO,Wednesday,6,None,Clear,19.7,65,1.0,0,Medium,Medium,5,9,754,417,Rajdhani,WAG-9,No,14
12627,Karnataka Express,SWR,NDLS,MAS,BCT,Thursday,1,None,Rain,34.3,36,3.8,78,High,High,4,1,738,1126,Vande Bharat,WAP-7,Yes,43
22436,Vande Bharat,NR,HWH,KOTA,BCT,Monday,5,None,Clear,44.4,72,13.8,0,Medium,Medium,0,0,26,812,Mail,WAP-5,Yes,0
22436,Vande Bharat,NR,MAS,NGP,SBC,Tuesday,2,None,Clear,23.9,34,12.8,0,High,Medium,0,4,1772,1203,Mail,WDP-4D,No,4
12138,Punjab Mail,CR,CNB,MAS,BCT,Sunday,5,None,Fog,8.5,56,6.6,0,High,High,22,23,1166,167,Express,WDP-4D,No,84
11057,Amritsar Express,CR,SBC,CNB,NDLS,Thursday,1,None,Clear,38.1,41,15.0,0,High,Low,25,6,1782,523,Freight,WDP-4D,No,39
12301,Howrah Rajdhani,ER,LKO,NDLS,BPL,Thursday,8,None,Rain,20.7,43,2.3,56,Low,High,18,1,715,1456,Passenger,WAG-9,No,41
12301,Howrah Rajdhani,ER,BPL,AGC,MAS,Wednesday,10,None,Clear,25.4,79,10.9,0,Low,High,2,17,1759,1375,Mail,WAP-5,No,21
22436,Vande Bharat,NR,AGC,BCT,PRYJ,Wednesday,8,None,Fog,35.9,96,14.0,0,Medium,High,12,9,889,1749,Mail,WAG-9,Yes,40
12622,Tamil Nadu Express,SR,HWH,AGC,BPL,Thursday,4,Diwali,Rain,30.8,41,8.3,53,Low,Medium,3,18,1607,1684,Mail,WDP-4D,No,34
12951,Mumbai Rajdhani,WR,LKO,AGC,CNB,Sunday,7,None,Clear,19.5,87,7.2,0,High,Low,30,10,380,877,Express,WAG-9,Yes,40
12622,Tamil Nadu Express,SR,AGC,KOTA,LKO,Saturday,2,None,Clear,26.0,81,12.5,0,Medium,Low,18,5,1091,1749,Rajdhani,WAP-5,Yes,23
12627,Karnataka Express,SWR,CNB,MAS,NDLS,Monday,12,None,Clear,29.5,79,2.5,0,Low,High,2,11,431,1646,Mail,WAG-9,No,23
11057,Amritsar Express,CR,SBC,BPL,HWH,Monday,8,None,Clear,21.0,48,2.5,0,Low,High,0,13,248,381,Express,WAG-9,Yes,23
11057,Amritsar Express,CR,AGC,MAS,NGP,Tuesday,12,None,Clear,29.1,56,0.8,0,High,Medium,24,0,188,949,Mail,WAP-7,Yes,32
12001,Shatabdi,NR,SBC,AGC,LKO,Friday,1,None,Clear,9.1,85,13.2,0,Medium,Medium,2,0,650,438,Freight,WDP-4D,No,2
11057,Amritsar Express,CR,LKO,HWH,AGC,Wednesday,11,None,Clear,41.1,80,7.2,0,High,Medium,9,20,1293,1074,Freight,WAP-5,No,37
11057,Amritsar Express,CR,CNB,LKO,KOTA,Monday,1,None,Clear,40.3,86,2.5,0,Low,Low,13,0,1314,1136,Express,WDP-4D,Yes,13
12951,Mumbai Rajdhani,WR,PRYJ,BPL,HWH,Monday,5,None,Clear,30.7,54,3.0,0,Low,Medium,0,8,863,1567,Vande Bharat,WAG-9,No,0
12301,Howrah Rajdhani,ER,CNB,LKO,CNB,Thursday,1,None,Fog,12.2,93,12.7,0,Medium,High,6,10,542,1556,Mail,WAP-7,Yes,53
12301,Howrah Rajdhani,ER,AGC,MAS,BCT,Friday,5,None,Clear,17.8,45,0.4,0,Low,High,0,10,1647,239,Mail,WAP-7,No,12
11057,Amritsar Express,CR,PRYJ,NGP,AGC,Tuesday,1,None,clear,28.6,88,9.1,0 mm,High,Low,19,18,1363,1426,Passenger,WAG-9,Yes,45
12138,Punjab Mail,CR,HWH,BCT,CNB,Sunday,1,None,Clear,12.5,49,14.9,0,Medium,Low,6,11,1767,1614,Passenger,WAG-9,Yes,17
11057,Amritsar Express,CR,SBC,AGC,HWH,Friday,1,None,Clear,22.6,73,8.9,0,Low,Low,10,19,1390,836,Passenger,WAP-7,No,29
